intervention,inclusion_tier,registry_trials,max_phase,statuses,trials_with_posted_results,category,traditional,abandoned_reason,termination_reasons,verdict_class,verdict_sublabel,evidence_tier,evidence_tier_sublabel,n_human_studies,n_mono_randomised,strongest_design,key_result_pmid,key_result_verbatim,metric,duration_weeks,comparator_arm_change,endpoint_dimension,indirect_only,conflict_present,conflict_note,safety,pooled_context_pmids,combination_evidence_pmids,why,curated,curation_note,duplicate_of,registry_only_result
downhill walking,I3,1,NA/none,RECRUITING,0,non_pharmacological,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
doxycycline,I2,0,none (literature-only),,0,,False,not_applicable,,Poorly studied,no IPF-only monotherapy human evidence; appears only in combination or pooled sources,Unknown,attribution not separable,2,0,rct,33974018.0,"After a mean follow-up time of 13.1 months (median, 12.7 months), a total of 108 primary end point events occurred: 52 events (20.4 events per 100 patient-years [95% CI, 14.8-25.9]) in the usual care plus antimicrobial therapy group and 56 events (18.4 events per 100 patient-years [95% CI, 13.2-23.6]) in the usual care group, with no significant difference between groups (adjusted HR, 1.04 [95% CI, 0.71-1.53; P = .83].",time to first nonelective respiratory hospitalization or all-cause mortality,65.7,usual care alone,time to first nonelective respiratory hospitalization or all-cause mortality,True,False,,"Serious adverse events ≥5%: respiratory events (16.5% vs 10.0%), diarrhea (10.2% vs 3.1%), rash (6.7% vs 0%); infections higher in usual care (2.8% vs 6.6%).",,33974018|34526011,"2 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
dry powder inhaler,I3,1,PHASE2,RECRUITING,0,device_or_procedure,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
education,I2,1,NA/none,COMPLETED,1,non_pharmacological,False,not_applicable,,Poorly studied,no IPF-only monotherapy human evidence; appears only in combination or pooled sources,Unknown,attribution not separable,1,0,meta_analysis,39440394.0,"PR improved functional capacity (6MWT-MD 45.82 m, 95%CI [26.14; 65.50], I2 = 71.54%, p < .001; 30-s STS- PR: 3.7 ± 2.6 reps; control group: -0.4 ± 2.5 reps, p < .001) compared to usual care.",functional capacity (6-minute walk test distance) and functional performance (physical activity levels),15.0,usual care,functional capacity (6-minute walk test distance) and functional performance (physical activity levels),True,False,,,,39440394,"1 human studies attributed; strongest meta_analysis; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
egcg,I2,2,PHASE1,COMPLETED,1,traditional_herbal_or_natural_product,True,not_applicable,,Poorly studied,no IPF-only monotherapy human evidence; appears only in combination or pooled sources,Unknown,attribution not separable,1,0,non_randomised_trial,38980870.0,EGCG downregulated TGF-β1 signaling and several proinflammatory and stress pathways in biopsy samples.,TGF-β1 signaling and epithelial metaplasia markers in lung tissue,,untreated controls,TGF-β1 signaling and epithelial metaplasia markers in lung tissue,True,False,,,,,"1 human studies attributed; strongest non_randomised_trial; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
egcg + nintedanib,I3,1,PHASE1,COMPLETED,0,other,True,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
egcg + pirfenidone,I3,1,PHASE1,COMPLETED,0,other,True,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
etanercept,I1,1,PHASE2,COMPLETED,0,biologic,False,not_applicable,,Uncertain,null result that size or phase cannot make decisive,Uncertain,underpowered null,3,1,rct,18669816.0,"At 48 weeks, no significant differences in efficacy endpoints were observed between the groups.","changes in percentage of predicted FVC, lung diffusing capacity for carbon monoxide corrected for hemoglobin (DLCO(Hb)), and change in alveolar to arterial oxyg",48.0,placebo,"changes in percentage of predicted FVC, lung diffusing capacity for carbon monoxide corrected for hemoglobin (DLCO(Hb)),",False,False,,well tolerated; no difference in adverse events between treatment groups,,25270958,"3 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 1 null, 0 harm.",False,,,
fludarabine,I3,1,PHASE1|2,RECRUITING,0,repurposed_approved_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
fresolimumab,I3,1,PHASE1,COMPLETED,0,biologic,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
garadacimab,I3,1,PHASE2,COMPLETED,1,biologic,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,PHASE6 A5 (registry-results sweep): posted results exist but the primary endpoint is safety and tolerability; grading unchanged.,,"yes - posted registry results only, no publication located in this sweep"
gefapixant,I3,2,PHASE2,COMPLETED,2,repurposed_approved_drug,False,not_applicable,,Failed,randomised placebo-controlled crossover trial null on the primary objective cough-frequency endpoint,Probable,"one randomised crossover trial, published",2,1,rct,34152585.0,The change from baseline in awake cough frequency from periods 1 and 2 combined (mixed model for repeated measures analysis) did not demonstrate a significant reduction versus placebo in cough at day 14 (p = 0.90); in a post hoc analysis of log-transformed data p value for reduction versus placebo at day 14 was 0.07.,change from baseline in awake objective cough frequency (coughs/hour),2.0,placebo period of the same patients,E9 cough / symptom burden,False,False,,'The most common AEs were related to taste (dysgeusia and ageusia)' (PMID 34152585),,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,"PHASE6 A5 (registry-results sweep): corrected from 'Poorly studied - no IPF-specific human outcome evidence'. Published in Pulm Ther 2021 (PMID 34152585) - a Phase 2 literature-search miss. 51 randomised, 44 in the primary efficacy analysis after a protocol amendment excluded 7; registry MMRM difference -2.5 coughs/hour (95% CI -10.1 to 5.1, p=0.5096).",,
gemfibrozil,I3,1,PHASE1,COMPLETED,0,repurposed_approved_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
granulocyte colony-stimulating factor (g-csf),I3,1,PHASE1|2,RECRUITING,0,biologic,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
hicardi+,I3,1,NA/none,UNKNOWN,0,other,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
hydroxyurea,I3,1,PHASE1|2,RECRUITING,0,repurposed_approved_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
hymecromone,I3,1,PHASE2,RECRUITING,0,repurposed_approved_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
hyperoxia,I2,1,NA/none,RECRUITING,0,non_pharmacological,False,not_applicable,,Poorly studied,no IPF-only monotherapy human evidence; appears only in combination or pooled sources,Unknown,attribution not separable,1,0,non_randomised_trial,23246672.0,"IPF patients did not regulate exertional acidosis by ventilatory compensation to stop exercise, resulting in reaching a specific pH.",exertional acidosis regulation and dyspnea threshold during exercise under different oxygen conditions,,compressed air vs. hyperoxia,exertional acidosis regulation and dyspnea threshold during exercise under different oxygen conditions,True,False,,,,23246672,"1 human studies attributed; strongest non_randomised_trial; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
ianalumab (VAY736),I3,1,PHASE2,TERMINATED,1,biologic,False,regulatory_or_commercial,Sponsor decision,Uncertain,null result that size or phase cannot make decisive,Uncertain,"small randomised trial terminated early, registry-posted only",1,1,rct,,"NCT03287414 (Novartis, n=30, terminated - Sponsor decision) primary endpoint change in FVC to end of the 48-week treatment epoch: VAY736 +0.039 L versus placebo -0.023 L; LS mean difference 0.063 L (95% CI -0.115 to 0.241, p=0.3248, MMRM).","change in FVC (L), baseline to 48 weeks",48.0,-0.023 L (placebo),E2 disease progression / lung function,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,PHASE6 A5 (registry-results sweep): corrected from 'Poorly studied - no IPF-specific human outcome evidence'.,,yes - no results publication found in PubMed
idelalisib,I3,1,PHASE2,ACTIVE_NOT_RECRUITING,0,repurposed_approved_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
ifenprodil,I3,1,PHASE2,COMPLETED,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
ifetroban,I3,1,PHASE2,RECRUITING,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
imatinib,I1,1,PHASE2|3,COMPLETED,0,repurposed_approved_drug,False,not_applicable,,Uncertain,null result that size or phase cannot make decisive,Uncertain,underpowered null,3,1,rct,20007927.0,"Over 96 weeks of follow-up, imatinib did not differ significantly from placebo (log rank P = 0.89) for the primary endpoint defined as time to disease progression (10% decline in percent predicted FVC from baseline) or time to death.",time to disease progression (10% decline in percent predicted FVC from baseline) or time to death,96.0,placebo,time to disease progression (10% decline in percent predicted FVC from baseline) or time to death,False,False,,Serious adverse events not more common in imatinib group (18 SAEs in 17 patients vs 19 SAEs in 18 patients); 8 deaths in imatinib group vs 10 in placebo group (P = 0.64).,26843176|38281037,,"3 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 1 null, 0 harm.",False,,,
inhaled TD139,I3,1,PHASE1|2,COMPLETED,1,investigational_drug,False,not_applicable,,Duplicate (merged into GB0139),"same molecule as GB0139; retained for provenance only, not counted separately",Unknown,registry-only,0,0,none retrieved,,"Phase 1/2a randomised placebo-controlled target-engagement study of inhaled TD139 in 36 healthy subjects and 24 patients with IPF (PMID 33214209); safety/PK/PD endpoints, no clinical outcome endpoint.",,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,PHASE6 A5 (registry-results sweep): TD139 is the development code for GB0139; the two rows were created by separate name strings in Phase 2. Evidence is carried on the GB0139 row.,GB0139,
inhaled carbon monoxide,I1,1,PHASE2,COMPLETED,1,investigational_drug,False,not_applicable,,Uncertain,null result that size or phase cannot make decisive,Uncertain,underpowered null,1,1,rct,29100885.0,"the change in MMP7 concentrations after 12 weeks of treatment did not significantly differ between the study arms (MMP7 difference at week 12, -0.90 ng/mL; 95% CI, -4.18 to 2.38 ng/mL).",difference in change in matrix metalloproteinase-7 (MMP7) serum concentration after 12 weeks of treatment,12.0,inhaled 21% oxygen (sham control),difference in change in matrix metalloproteinase-7 (MMP7) serum concentration after 12 weeks of treatment,False,False,,Inhaled CO is well tolerated and can be safely administered to patients with IPF in the ambulatory setting; no differences in distribution of adverse events between treatment arms.,,,"1 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 1 null, 0 harm.",False,,,
